YSR,tshell,Dyolk,φMXene,Asurface,iontype,rion,Eads,ΔGformation,DOSFermi,dinterlayer,Ea,σmax,epsilon_void,Surface_Term,C_theoretical,CE_initial,Crate,Stability_mech,C_0.1C,Retention_200,sigma_eff
0.807,18.8,208.2,0.14,390,Na,1.02,-0.47,-0.91,0.24,12.1,0.67,2.474,54,OH,3120,93.93,60,0,1070,73.9,5.9
0.587,28.2,176.8,0.36,600,Li,0.76,-0.69,-1.24,0.452,10,0.37,0.91,41,O,3579,98.57,90.5,1,1870,93.9,32.7
0.745,18.6,203.2,0.21,470,Na,1.02,-0.54,-1.04,0.3,11.6,0.57,1.834,49,F,3120,95.63,68,0,1310,80.1,12.4
0.547,39.4,162.2,0.39,625,Li,0.76,-0.77,-1.37,0.49,9.7,0.31,0.68,46.2,O,3579,99.05,93.1,1,1980,96,40.3
0.695,22.5,193.2,0.29,560,Li,0.76,-0.65,-1.17,0.38,10.3,0.41,1.144,43,O,3579,97.33,87.9,1,1805,92.3,26.6
0.737,18,213.2,0.18,410,K,1.38,-0.51,-0.96,0.26,12.2,0.63,2.304,59,F,2950,94.63,63.3,0,1140,76.6,9
0.601,30.2,174.8,0.37,605,Li,0.76,-0.72,-1.29,0.47,9.9,0.33,0.84,42,O,3579,98.43,91.7,1,1905,94.8,35
0.787,19.9,206.2,0.15,400,Na,1.02,-0.48,-0.92,0.25,12,0.65,2.394,56,OH,3120,94.33,61.6,0,1090,74.8,6.6
0.557,38,166.2,0.38,615,Li,0.76,-0.78,-1.36,0.48,9.8,0.32,0.71,47,O,3579,98.63,93.4,1,1990,96.2,39.6
0.641,28.8,180.2,0.34,595,Li,0.76,-0.68,-1.22,0.41,10.1,0.38,0.98,44,O,3579,97.83,88.7,1,1850,93.3,29.3
0.697,25,196.2,0.27,515,K,1.38,-0.61,-1.13,0.36,12.1,0.53,1.504,48,F,2950,95.83,71.3,0,1380,82.6,18
0.621,27.2,179.8,0.35,598,Li,0.76,-0.72,-1.27,0.44,10,0.36,0.92,42,O,3579,98.13,89.8,1,1875,94,31.3
0.781,18.1,216.2,0.17,420,Na,1.02,-0.52,-0.97,0.29,12,0.63,2.166,54.7,OH,3120,94.63,62.3,0,1105,76,7.2
0.527,38.6,157.8,0.41,625,Li,0.76,-0.79,-1.4,0.51,9.7,0.31,0.67,50.6,O,3579,98.93,93.6,1,1995,96.6,41
0.671,27.9,186.2,0.29,550,Li,0.76,-0.68,-1.19,0.4,10.2,0.39,1.11,42.2,O,3579,97.53,87.6,1,1790,91.8,25.6
0.727,22.6,199.2,0.24,490,K,1.38,-0.58,-1.09,0.33,12.5,0.57,1.692,49.2,F,2950,95.73,69.3,0,1325,80.8,15
0.651,26.2,187.8,0.31,585,Li,0.76,-0.71,-1.25,0.45,10,0.35,0.95,43,O,3579,98.03,89.3,1,1860,93.6,27.8
0.801,19.9,209.2,0.16,395,Na,1.02,-0.51,-0.95,0.27,12.1,0.65,2.362,59.1,OH,3120,94.43,60.8,0,1080,74.6,6.3
0.591,32.2,170.2,0.37,608,Li,0.76,-0.77,-1.34,0.49,9.8,0.33,0.73,48,O,3579,98.53,92.6,1,1960,95.7,37
0.701,21.2,198.8,0.28,530,Li,0.76,-0.69,-1.21,0.41,10.3,0.38,1.12,43.2,O,3579,97.73,88.1,1,1825,92.6,24.3
0.771,20.9,207.2,0.2,440,K,1.38,-0.54,-1.01,0.3,12.6,0.6,2.062,57.2,F,2950,95.33,66.6,0,1235,79,10.6
0.621,29.2,173.2,0.36,602,Li,0.76,-0.73,-1.28,0.46,9.62,0.34,0.832,38.2,O,3579,98.33,90.8,1,1890,94.6,33.6
0.821,14.6,218.2,0.14,380,Na,1.02,-0.48,-0.91,0.24,12.3,0.7,2.612,58.2,OH,3120,93.73,59,0,1035,72.8,5
0.566,39.6,162.2,0.4,625,Li,0.76,-0.82,-1.45,0.53,9.6,0.28,0.576,51,O,3579,99.03,94.1,1,2020,96.8,39.8
0.681,24.2,193.8,0.31,562,Li,0.76,-0.7,-1.23,0.43,9.82,0.37,1.002,41.2,O,3579,97.83,88.3,1,1820,92.6,27
0.741,24.1,196.2,0.26,510,K,1.38,-0.59,-1.1,0.34,12.12,0.56,1.592,48.2,F,2950,95.93,70.6,0,1350,81.3,16.6
0.603,30.2,174.2,0.38,578,Li,0.76,-0.75,-1.33,0.48,9.62,0.33,0.762,43.2,O,3579,98.43,92,1,1935,95.3,36.3
0.841,18.5,211.2,0.15,385,Na,1.02,-0.5,-0.92,0.25,12.02,0.67,2.476,57.2,OH,3120,94.13,60.3,0,1055,74,5.6
0.591,36,164.2,0.39,613,Li,0.76,-0.8,-1.4,0.51,9.42,0.3,0.652,46.2,O,3579,98.83,93.6,1,2000,96.5,39
0.661,25.6,182.2,0.34,593,Li,0.76,-0.72,-1.26,0.44,9.72,0.36,0.912,41.2,O,3579,98.13,89.6,1,1870,93.9,29.9
0.721,24.5,194.2,0.3,540,Li,0.76,-0.68,-1.18,0.4,10.47,0.39,1.172,48.7,O,3579,97.63,87.3,1,1795,92,24.8
0.791,21,203.2,0.22,450,K,1.38,-0.55,-1.03,0.31,12.67,0.59,1.926,53.2,F,2950,95.53,67.3,0,1265,79.6,11.3
0.631,28.6,177.2,0.35,575,Li,0.76,-0.74,-1.29,0.47,9.62,0.35,0.862,40.2,O,3579,98.23,90.6,1,1895,94.4,32
0.821,16.4,208.2,0.18,405,Na,1.02,-0.51,-0.95,0.28,11.72,0.65,2.296,55.2,OH,3120,94.53,62,0,1100,75.3,7
0.581,38.5,161.2,0.41,625,Li,0.76,-0.83,-1.46,0.54,9.32,0.27,0.556,50.2,O,3579,99.13,94.3,1,2025,97,41.6
0.701,22.2,191.2,0.31,558,Li,0.76,-0.69,-1.2,0.42,10.37,0.38,1.062,45.7,O,3579,97.73,87.8,1,1815,92.4,26.3
0.761,20.1,198.2,0.26,500,K,1.38,-0.57,-1.07,0.32,12.77,0.58,1.726,54.7,F,2950,95.83,68.8,0,1315,80.3,14
0.651,27.1,180.2,0.33,595,Li,0.76,-0.71,-1.25,0.45,9.72,0.36,0.956,42.2,O,3579,98.03,89,1,1855,93.7,28.8
0.811,18.1,206.2,0.19,415,Na,1.02,-0.52,-0.96,0.3,11.62,0.64,2.226,54.2,OH,3120,94.73,63,0,1120,76.6,7.8
0.601,32.6,169.2,0.39,585,Li,0.76,-0.78,-1.38,0.51,9.52,0.31,0.702,46.2,O,3579,98.73,92.8,1,1970,95.8,37.6
0.681,25.1,186.2,0.31,570,Li,0.76,-0.7,-1.22,0.43,9.82,0.37,0.982,42.2,O,3579,97.93,88.6,1,1830,92.8,27.6
0.731,21.5,195.2,0.28,520,K,1.38,-0.6,-1.12,0.35,12.12,0.55,1.496,47.2,F,2950,96.03,71,0,1360,81.8,17.3
0.621,31.6,173.2,0.36,600,Li,0.76,-0.73,-1.28,0.46,9.62,0.35,0.842,39.2,O,3579,98.33,91,1,1885,94.5,33.3
0.633,29.2,177.6,0.331,567,Li,0.76,-0.691,-1.221,0.423,9.99,0.391,0.933,41.4,O,3579,98.25,89.38,1,1873,93.5,28.9
0.76,15.9,218,0.169,430,Na,1.02,-0.509,-0.969,0.283,11.88,0.599,2.08,58.8,OH,3120,95.08,64.58,0,1188,78.18,7.98
0.568,33.2,162,0.409,603,Li,0.76,-0.739,-1.339,0.469,9.81,0.331,0.713,39.1,O,3579,98.51,92.82,1,1953,95.58,41.88
0.72,20.2,202,0.291,521,K,1.38,-0.579,-1.089,0.351,12.19,0.561,1.423,46.9,F,2950,96.37,71.68,0,1368,82.08,18.68
0.565,41.6,166.8,0.369,581,Li,0.76,-0.811,-1.431,0.509,9.61,0.279,0.593,53.8,O,3579,99.17,93.88,1,2037,96.7,38.18
0.667,23.4,188,0.239,501,Li,0.76,-0.731,-1.291,0.439,10.11,0.339,1.077,43.9,O,3579,97.61,87.28,1,1768,91.58,22.28
0.805,18.9,208,0.139,391,Na,1.02,-0.469,-0.909,0.239,12.11,0.669,2.477,53.9,OH,3120,93.91,59.98,0,1068,73.88,5.88
0.585,28,177,0.361,601,Li,0.76,-0.689,-1.239,0.453,10.01,0.371,0.913,41.1,O,3579,98.59,90.48,1,1868,93.88,32.68
0.747,18.4,203,0.209,471,Na,1.02,-0.539,-1.039,0.299,11.61,0.569,1.837,48.9,F,3120,95.61,67.98,0,1308,80.08,12.38
0.545,39.6,161.8,0.389,627,Li,0.76,-0.769,-1.369,0.489,9.71,0.311,0.683,46,O,3579,99.07,93.08,1,1978,95.98,40.28
0.697,22.3,193,0.289,561,Li,0.76,-0.649,-1.169,0.379,10.31,0.411,1.147,42.9,O,3579,97.31,87.88,1,1803,92.28,26.58
0.735,18.2,213,0.179,411,K,1.38,-0.511,-0.961,0.259,12.21,0.629,2.307,58.9,F,2950,94.61,63.28,0,1138,76.58,8.98
0.603,30,175.2,0.371,606,Li,0.76,-0.719,-1.289,0.471,9.91,0.331,0.843,42.1,O,3579,98.41,91.68,1,1903,94.78,34.98
0.785,20,206,0.149,401,Na,1.02,-0.479,-0.919,0.249,12.01,0.649,2.397,55.9,OH,3120,94.31,61.58,0,1088,74.78,6.58
0.555,38.2,166,0.379,616,Li,0.76,-0.781,-1.361,0.479,9.81,0.321,0.713,47.1,O,3579,98.61,93.38,1,1988,96.18,39.58
0.643,29,180,0.341,596,Li,0.76,-0.679,-1.219,0.409,10.11,0.381,0.983,44.1,O,3579,97.81,88.68,1,1848,93.28,29.28
0.695,25.2,196,0.271,516,K,1.38,-0.611,-1.131,0.361,12.09,0.529,1.507,47.9,F,2950,95.81,71.28,0,1378,82.58,17.98
0.623,27,180,0.351,599,Li,0.76,-0.721,-1.271,0.441,10.01,0.361,0.923,42.1,O,3579,98.11,89.78,1,1873,93.98,31.28
0.783,18.2,216,0.171,421,Na,1.02,-0.521,-0.971,0.291,12.01,0.631,2.163,54.6,OH,3120,94.61,62.28,0,1103,75.98,7.18
0.525,38.8,157.4,0.411,626,Li,0.76,-0.791,-1.401,0.511,9.71,0.311,0.673,50.8,O,3579,98.91,93.58,1,1993,96.58,40.98
0.673,28.1,186,0.291,551,Li,0.76,-0.681,-1.191,0.401,10.21,0.391,1.113,42,O,3579,97.51,87.58,1,1788,91.78,25.58
0.725,22.8,199,0.241,491,K,1.38,-0.581,-1.091,0.331,12.51,0.571,1.695,49,F,2950,95.71,69.28,0,1323,80.78,14.98
0.653,26,188,0.311,586,Li,0.76,-0.711,-1.251,0.451,10.01,0.351,0.953,43.1,O,3579,98.01,89.28,1,1858,93.58,27.78
0.803,20.1,209,0.161,396,Na,1.02,-0.511,-0.951,0.271,12.11,0.651,2.365,59.3,OH,3120,94.41,60.78,0,1078,74.58,6.28
0.593,32,170,0.371,609,Li,0.76,-0.771,-1.341,0.491,9.81,0.331,0.733,48.1,O,3579,98.51,92.58,1,1958,95.68,36.98
0.703,21,199,0.281,531,Li,0.76,-0.691,-1.211,0.411,10.31,0.381,1.123,43,O,3579,97.71,88.08,1,1823,92.58,24.28
0.773,21.1,207,0.201,441,K,1.38,-0.541,-1.011,0.301,12.61,0.601,2.065,57,F,2950,95.31,66.58,0,1233,78.98,10.58
0.623,29,173,0.361,603,Li,0.76,-0.731,-1.281,0.461,9.6,0.341,0.835,38,O,3579,98.31,90.78,1,1888,94.58,33.58
0.823,14.4,218,0.141,381,Na,1.02,-0.481,-0.911,0.241,12.31,0.701,2.615,58,OH,3120,93.71,58.98,0,1033,72.78,4.98
0.568,39.8,162,0.401,627,Li,0.76,-0.821,-1.451,0.531,9.61,0.281,0.573,51.1,O,3579,99.01,94.08,1,2018,96.78,39.78
0.683,24,194,0.311,561,Li,0.76,-0.701,-1.231,0.431,9.8,0.371,1.005,41,O,3579,97.81,88.28,1,1818,92.58,26.98
0.743,24.3,196,0.261,511,K,1.38,-0.591,-1.101,0.341,12.1,0.561,1.595,48,F,2950,95.91,70.58,0,1348,81.28,16.58
0.605,30,174,0.381,576,Li,0.76,-0.751,-1.331,0.481,9.6,0.331,0.765,43,O,3579,98.41,91.98,1,1933,95.28,36.28
0.843,18.6,211,0.151,386,Na,1.02,-0.501,-0.921,0.251,12,0.671,2.479,57,OH,3120,94.11,60.28,0,1053,73.98,5.58
0.593,35.8,164,0.391,614,Li,0.76,-0.801,-1.401,0.511,9.4,0.301,0.655,46,O,3579,98.81,93.58,1,1998,96.48,38.98
0.663,25.4,182,0.341,594,Li,0.76,-0.721,-1.261,0.441,9.7,0.361,0.915,41,O,3579,98.11,89.58,1,1868,93.88,29.88
0.723,24.6,194,0.301,541,Li,0.76,-0.681,-1.181,0.401,10.5,0.391,1.175,49,O,3579,97.61,87.28,1,1793,91.98,24.78
0.793,21.2,203,0.221,451,K,1.38,-0.551,-1.031,0.311,12.7,0.591,1.929,53,F,2950,95.51,67.28,0,1263,79.58,11.28
0.633,28.4,177,0.351,573,Li,0.76,-0.741,-1.291,0.471,9.6,0.351,0.865,40,O,3579,98.21,90.58,1,1893,94.38,31.98
0.823,16.2,208,0.181,406,Na,1.02,-0.511,-0.951,0.281,11.7,0.651,2.299,55,OH,3120,94.51,61.98,0,1098,75.28,6.98
0.583,38.6,161,0.411,626,Li,0.76,-0.831,-1.461,0.541,9.3,0.271,0.553,50,O,3579,99.11,94.28,1,2023,96.98,41.58
0.703,22,191,0.311,559,Li,0.76,-0.691,-1.201,0.421,10.39,0.381,1.065,46,O,3579,97.71,87.78,1,1813,92.38,26.28
0.763,19.9,198,0.261,501,K,1.38,-0.571,-1.071,0.321,12.8,0.581,1.729,55,F,2950,95.81,68.78,0,1313,80.28,13.98
0.653,26.9,180,0.331,596,Li,0.76,-0.711,-1.251,0.451,9.7,0.361,0.959,42,O,3579,98.01,88.98,1,1853,93.68,28.78
0.813,17.9,206,0.191,416,Na,1.02,-0.521,-0.961,0.301,11.6,0.641,2.229,54,OH,3120,94.71,62.98,0,1118,76.58,7.78
0.603,32.2,169,0.391,583,Li,0.76,-0.781,-1.381,0.511,9.5,0.311,0.705,46,O,3579,98.71,92.78,1,1968,95.78,37.58
0.683,24.9,186,0.311,571,Li,0.76,-0.701,-1.221,0.431,9.8,0.371,0.985,42,O,3579,97.91,88.58,1,1828,92.78,27.58
0.733,21.3,195,0.281,521,K,1.38,-0.601,-1.121,0.351,12.1,0.549,1.499,47,F,2950,96.01,70.98,0,1358,81.78,17.28
0.623,31.8,173,0.361,601,Li,0.76,-0.731,-1.281,0.461,9.6,0.351,0.845,39,O,3579,98.31,90.98,1,1883,94.48,33.28
0.635,29.3,177.4,0.332,565,Li,0.76,-0.692,-1.222,0.424,9.98,0.392,0.935,41.3,O,3579,98.26,89.4,1,1875,93.52,28.92
0.758,16,217.8,0.168,431,Na,1.02,-0.508,-0.968,0.282,11.89,0.598,2.078,58.9,OH,3120,95.06,64.56,0,1186,78.16,7.96
0.57,33,162.2,0.408,601,Li,0.76,-0.738,-1.338,0.468,9.82,0.332,0.716,39.2,O,3579,98.49,92.84,1,1950,95.56,41.86
0.722,20,202.2,0.292,522,K,1.38,-0.578,-1.088,0.352,12.18,0.562,1.42,46.8,F,2950,96.39,71.66,0,1366,82.06,18.66
0.563,41.8,166.4,0.368,579,Li,0.76,-0.812,-1.432,0.508,9.62,0.278,0.59,54,O,3579,99.19,93.86,1,2039,96.72,38.16
0.669,23.2,187.8,0.238,502,Li,0.76,-0.732,-1.292,0.438,10.12,0.338,1.08,43.8,O,3579,97.59,87.26,1,1766,91.56,22.26
0.803,19,207.8,0.138,392,Na,1.02,-0.468,-0.908,0.238,12.12,0.668,2.48,53.8,OH,3120,93.89,59.96,0,1066,73.86,5.86
0.583,27.8,177.2,0.362,602,Li,0.76,-0.688,-1.238,0.454,10.02,0.372,0.916,41.2,O,3579,98.61,90.46,1,1866,93.86,32.66
0.749,18.2,202.8,0.208,472,Na,1.02,-0.538,-1.038,0.298,11.62,0.568,1.84,48.8,F,3120,95.59,67.96,0,1306,80.06,12.36
0.543,39.8,161.4,0.388,629,Li,0.76,-0.768,-1.368,0.488,9.72,0.312,0.686,45.8,O,3579,99.09,93.06,1,1976,95.96,40.26
0.699,22.1,192.8,0.288,562,Li,0.76,-0.648,-1.168,0.378,10.32,0.412,1.15,42.8,O,3579,97.29,87.86,1,1801,92.26,26.56
0.733,18.4,212.8,0.178,412,K,1.38,-0.512,-0.962,0.258,12.22,0.628,2.31,58.8,F,2950,94.59,63.26,0,1136,76.56,8.96
0.605,29.8,175.6,0.372,607,Li,0.76,-0.718,-1.288,0.472,9.92,0.332,0.846,42.2,O,3579,98.39,91.66,1,1901,94.76,34.96
0.783,20.1,205.8,0.148,402,Na,1.02,-0.478,-0.918,0.248,12.02,0.648,2.4,55.8,OH,3120,94.29,61.56,0,1086,74.76,6.56
0.553,38.4,165.8,0.378,617,Li,0.76,-0.782,-1.362,0.478,9.82,0.322,0.716,47.2,O,3579,98.59,93.36,1,1986,96.16,39.56
0.645,29.2,179.8,0.342,597,Li,0.76,-0.678,-1.218,0.408,10.12,0.382,0.986,44.2,O,3579,97.79,88.66,1,1846,93.26,29.26
0.693,25.4,195.8,0.272,517,K,1.38,-0.612,-1.132,0.362,12.08,0.528,1.51,47.8,F,2950,95.79,71.26,0,1376,82.56,17.96
0.625,26.8,180.2,0.352,600,Li,0.76,-0.722,-1.272,0.442,10.02,0.362,0.926,42.2,O,3579,98.09,89.76,1,1871,93.96,31.26
0.785,18.3,215.8,0.172,422,Na,1.02,-0.522,-0.972,0.292,12.02,0.632,2.16,54.5,OH,3120,94.59,62.26,0,1101,75.96,7.16
0.523,39,157,0.412,628,Li,0.76,-0.792,-1.402,0.512,9.72,0.312,0.676,51,O,3579,98.89,93.56,1,1991,96.56,40.96
0.675,28.3,185.8,0.292,552,Li,0.76,-0.682,-1.192,0.402,10.22,0.392,1.116,41.8,O,3579,97.49,87.56,1,1786,91.76,25.56
0.723,23,198.8,0.242,492,K,1.38,-0.582,-1.092,0.332,12.52,0.572,1.698,48.8,F,2950,95.69,69.26,0,1321,80.76,14.96
0.655,25.8,188.2,0.312,587,Li,0.76,-0.712,-1.252,0.452,10.02,0.352,0.956,43.2,O,3579,97.99,89.26,1,1856,93.56,27.76
0.805,20.3,208.8,0.162,397,Na,1.02,-0.512,-0.952,0.272,12.12,0.652,2.368,59.5,OH,3120,94.39,60.76,0,1076,74.56,6.26
0.595,31.8,169.8,0.372,610,Li,0.76,-0.772,-1.342,0.492,9.82,0.332,0.736,48.2,O,3579,98.49,92.56,1,1956,95.66,36.96
0.705,20.8,199.2,0.282,532,Li,0.76,-0.692,-1.212,0.412,10.32,0.382,1.126,42.8,O,3579,97.69,88.06,1,1821,92.56,24.26
0.775,21.3,206.8,0.202,442,K,1.38,-0.542,-1.012,0.302,12.62,0.602,2.068,56.8,F,2950,95.29,66.56,0,1231,78.96,10.56
0.625,28.8,172.8,0.362,604,Li,0.76,-0.732,-1.282,0.462,9.58,0.342,0.838,37.8,O,3579,98.29,90.76,1,1886,94.56,33.56
0.825,14.2,217.8,0.142,382,Na,1.02,-0.482,-0.912,0.242,12.32,0.702,2.618,57.8,OH,3120,93.69,58.96,0,1031,72.76,4.96
0.57,40,161.8,0.402,629,Li,0.76,-0.822,-1.452,0.532,9.62,0.282,0.57,51.2,O,3579,98.99,94.06,1,2016,96.76,39.76
0.685,23.8,194.2,0.312,560,Li,0.76,-0.702,-1.232,0.432,9.78,0.372,1.008,40.8,O,3579,97.79,88.26,1,1816,92.56,26.96
0.745,24.5,195.8,0.262,512,K,1.38,-0.592,-1.102,0.342,12.08,0.562,1.598,47.8,F,2950,95.89,70.56,0,1346,81.26,16.56
0.607,29.8,173.8,0.382,574,Li,0.76,-0.752,-1.332,0.482,9.58,0.332,0.768,42.8,O,3579,98.39,91.96,1,1931,95.26,36.26
0.845,18.7,210.8,0.152,387,Na,1.02,-0.502,-0.922,0.252,11.98,0.672,2.482,56.8,OH,3120,94.09,60.26,0,1051,73.96,5.56
0.595,35.6,163.8,0.392,615,Li,0.76,-0.802,-1.402,0.512,9.38,0.302,0.658,45.8,O,3579,98.79,93.56,1,1996,96.46,38.96
0.665,25.2,181.8,0.342,595,Li,0.76,-0.722,-1.262,0.442,9.68,0.362,0.918,40.8,O,3579,98.09,89.56,1,1866,93.86,29.86
0.725,24.7,193.8,0.302,542,Li,0.76,-0.682,-1.182,0.402,10.53,0.392,1.178,49.3,O,3579,97.59,87.26,1,1791,91.96,24.76
0.795,21.4,202.8,0.222,452,K,1.38,-0.552,-1.032,0.312,12.73,0.592,1.932,52.8,F,2950,95.49,67.26,0,1261,79.56,11.26
0.635,28.2,176.8,0.352,571,Li,0.76,-0.742,-1.292,0.472,9.58,0.352,0.868,39.8,O,3579,98.19,90.56,1,1891,94.36,31.96
0.825,16,207.8,0.182,407,Na,1.02,-0.512,-0.952,0.282,11.68,0.652,2.302,54.8,OH,3120,94.49,61.96,0,1096,75.26,6.96
0.585,38.7,160.8,0.412,628,Li,0.76,-0.832,-1.462,0.542,9.28,0.272,0.55,49.8,O,3579,99.09,94.26,1,2021,96.96,41.56
0.705,21.8,190.8,0.312,560,Li,0.76,-0.692,-1.202,0.422,10.41,0.382,1.068,46.3,O,3579,97.69,87.76,1,1811,92.36,26.26
0.765,19.7,197.8,0.262,502,K,1.38,-0.572,-1.072,0.322,12.83,0.582,1.732,55.3,F,2950,95.79,68.76,0,1311,80.26,13.96
0.655,26.7,179.8,0.332,597,Li,0.76,-0.712,-1.252,0.452,9.68,0.362,0.962,41.8,O,3579,97.99,88.96,1,1851,93.66,28.76
0.815,17.7,205.8,0.192,417,Na,1.02,-0.522,-0.962,0.302,11.58,0.642,2.232,53.8,OH,3120,94.69,62.96,0,1116,76.56,7.76
0.605,31.8,168.8,0.392,581,Li,0.76,-0.782,-1.382,0.512,9.48,0.312,0.708,45.8,O,3579,98.69,92.76,1,1966,95.76,37.56
0.685,24.7,185.8,0.312,572,Li,0.76,-0.702,-1.222,0.432,9.78,0.372,0.988,41.8,O,3579,97.89,88.56,1,1826,92.76,27.56
0.735,21.1,194.8,0.282,522,K,1.38,-0.602,-1.122,0.352,12.08,0.548,1.502,46.8,F,2950,95.99,70.96,0,1356,81.76,17.26
0.625,32,172.8,0.362,602,Li,0.76,-0.732,-1.282,0.462,9.58,0.352,0.848,38.8,O,3579,98.29,90.96,1,1881,94.46,33.26
0.637,29.4,177.2,0.333,563,Li,0.76,-0.693,-1.223,0.425,9.97,0.393,0.937,41.2,O,3579,98.27,89.42,1,1877,93.54,28.94
0.756,16.1,217.6,0.167,432,Na,1.02,-0.507,-0.967,0.281,11.9,0.597,2.076,59,OH,3120,95.04,64.54,0,1184,78.14,7.94
0.572,32.8,162.4,0.407,599,Li,0.76,-0.737,-1.337,0.467,9.83,0.333,0.719,39.3,O,3579,98.47,92.86,1,1947,95.54,41.84
0.724,19.8,202.4,0.293,523,K,1.38,-0.577,-1.087,0.353,12.17,0.563,1.417,46.7,F,2950,96.41,71.64,0,1364,82.04,18.64
0.561,42,166,0.367,577,Li,0.76,-0.813,-1.433,0.507,9.63,0.277,0.587,54.2,O,3579,99.21,93.84,1,2041,96.74,38.14
0.671,23,187.6,0.237,503,Li,0.76,-0.733,-1.293,0.437,10.13,0.337,1.083,43.7,O,3579,97.57,87.24,1,1764,91.54,22.24
0.801,19.1,207.6,0.137,393,Na,1.02,-0.467,-0.907,0.237,12.13,0.667,2.483,53.7,OH,3120,93.87,59.94,0,1064,73.84,5.84
0.581,27.6,177.4,0.363,603,Li,0.76,-0.687,-1.237,0.455,10.03,0.373,0.919,41.3,O,3579,98.63,90.44,1,1864,93.84,32.64
0.751,18,202.6,0.207,473,Na,1.02,-0.537,-1.037,0.297,11.63,0.567,1.843,48.7,F,3120,95.57,67.94,0,1304,80.04,12.34
0.541,40,161,0.387,631,Li,0.76,-0.767,-1.367,0.487,9.73,0.313,0.689,45.6,O,3579,99.11,93.04,1,1974,95.94,40.24
0.701,21.9,192.6,0.287,563,Li,0.76,-0.647,-1.167,0.377,10.33,0.413,1.153,42.7,O,3579,97.27,87.84,1,1799,92.24,26.54
0.731,18.6,212.6,0.177,413,K,1.38,-0.513,-0.963,0.257,12.23,0.627,2.313,58.7,F,2950,94.57,63.24,0,1134,76.54,8.94
0.607,29.6,176,0.373,608,Li,0.76,-0.717,-1.287,0.473,9.93,0.333,0.849,42.3,O,3579,98.37,91.64,1,1899,94.74,34.94
0.781,20.2,205.6,0.147,403,Na,1.02,-0.477,-0.917,0.247,12.03,0.647,2.403,55.7,OH,3120,94.27,61.54,0,1084,74.74,6.54
0.551,38.6,165.6,0.377,618,Li,0.76,-0.783,-1.363,0.477,9.83,0.323,0.719,47.3,O,3579,98.57,93.34,1,1984,96.14,39.54
0.647,29.4,179.6,0.343,598,Li,0.76,-0.677,-1.217,0.407,10.13,0.383,0.989,44.3,O,3579,97.77,88.64,1,1844,93.24,29.24
0.691,25.6,195.6,0.273,518,K,1.38,-0.613,-1.133,0.363,12.07,0.527,1.513,47.7,F,2950,95.77,71.24,0,1374,82.54,17.94
0.627,26.6,180.4,0.353,601,Li,0.76,-0.723,-1.273,0.443,10.03,0.363,0.929,42.3,O,3579,98.07,89.74,1,1869,93.94,31.24
0.787,18.4,215.6,0.173,423,Na,1.02,-0.523,-0.973,0.293,12.03,0.633,2.157,54.4,OH,3120,94.57,62.24,0,1099,75.94,7.14
0.521,39.2,156.6,0.413,630,Li,0.76,-0.793,-1.403,0.513,9.73,0.313,0.679,51.2,O,3579,98.87,93.54,1,1989,96.54,40.94
0.677,28.5,185.6,0.293,553,Li,0.76,-0.683,-1.193,0.403,10.23,0.393,1.119,41.6,O,3579,97.47,87.54,1,1784,91.74,25.54
0.721,23.2,198.6,0.243,493,K,1.38,-0.583,-1.093,0.333,12.53,0.573,1.701,48.6,F,2950,95.67,69.24,0,1319,80.74,14.94
0.657,25.6,188.4,0.313,588,Li,0.76,-0.713,-1.253,0.453,10.03,0.353,0.959,43.3,O,3579,97.97,89.24,1,1854,93.54,27.74
0.807,20.5,208.6,0.163,398,Na,1.02,-0.513,-0.953,0.273,12.13,0.653,2.371,59.7,OH,3120,94.37,60.74,0,1074,74.54,6.24
0.597,31.6,169.6,0.373,611,Li,0.76,-0.773,-1.343,0.493,9.83,0.333,0.739,48.3,O,3579,98.47,92.54,1,1954,95.64,36.94
0.707,20.6,199.4,0.283,533,Li,0.76,-0.693,-1.213,0.413,10.33,0.383,1.129,42.6,O,3579,97.67,88.04,1,1819,92.54,24.24
0.777,21.5,206.6,0.203,443,K,1.38,-0.543,-1.013,0.303,12.63,0.603,2.071,56.6,F,2950,95.27,66.54,0,1229,78.94,10.54
0.627,28.6,172.6,0.363,605,Li,0.76,-0.733,-1.283,0.463,9.56,0.343,0.841,37.6,O,3579,98.27,90.74,1,1884,94.54,33.54
0.827,14,217.6,0.143,383,Na,1.02,-0.483,-0.913,0.243,12.33,0.703,2.621,57.6,OH,3120,93.67,58.94,0,1029,72.74,4.94
0.572,40.2,161.6,0.403,631,Li,0.76,-0.823,-1.453,0.533,9.63,0.283,0.567,51.3,O,3579,98.97,94.04,1,2014,96.74,39.74
0.687,23.6,194.4,0.313,559,Li,0.76,-0.703,-1.233,0.433,9.76,0.373,1.011,40.6,O,3579,97.77,88.24,1,1814,92.54,26.94
0.747,24.7,195.6,0.263,513,K,1.38,-0.593,-1.103,0.343,12.06,0.563,1.601,47.6,F,2950,95.87,70.54,0,1344,81.24,16.54
0.609,29.6,173.6,0.383,572,Li,0.76,-0.753,-1.333,0.483,9.56,0.333,0.771,42.6,O,3579,98.37,91.94,1,1929,95.24,36.24
0.847,18.8,210.6,0.153,388,Na,1.02,-0.503,-0.923,0.253,11.96,0.673,2.485,56.6,OH,3120,94.07,60.24,0,1049,73.94,5.54
